department,education,fullName,gender,eligibleOverTime,active,martialStatus,jobRole,attritionDescription,businessTravel,stockOptionLevel,birthdate,distancefromhome,environmentSatisfaction,GrossMonthlyRate,jobInvolvement,jobLevel,jobSatisfaction,netHourlyRate,numPreviousCompanies,percentSalaryHike,performanceRating,relationshipSatisfaction,totalWorkingYears,trainingTimesLY,worklifeBalance,yearsAtCompany,yearsCurrentRole,yearsSinceLastPromotion,yearsCurrManager,Date Recrutement,Date Exit
HR,Master's Degree,Natalie Beck,Male,1,1,Married,Human Resources,Lack of employee motivation,Travel_Frequently,Low,19850307,1,4,5224,3,1,2,88,0,11,3,2,7,2,3,6,2,1,2,3/30/2017 0:00,
HR,Master's Degree,Pierrette Kalderon,Male,0,1,Single,Manager,Poor work-life balance,Travel_Rarely,None,19670406,8,4,4022,3,5,2,99,6,14,3,1,36,4,3,7,3,7,7,3/30/2016 0:00,
HR,Master's Degree,Sabrina Sullivan,Male,1,1,Married,Manager,Poor job satisfaction and pay,Travel_Rarely,Low,19680519,26,3,25811,4,5,2,71,4,18,3,1,35,0,3,10,9,1,4,3/31/2013 0:00,
HR,Master's Degree,Stuart Jones,Male,1,1,Married,Manager,Not enough career opportunities ,Travel_Rarely,Low,19681011,26,3,25811,4,5,2,71,4,18,3,1,35,0,3,10,9,1,4,3/31/2013 0:00,
HR,Master's Degree,Trevor Nelson,Male,1,0,Divorced,Human Resources,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19860712,6,3,23648,3,1,1,63,4,22,4,4,7,3,3,3,2,0,2,,
HR,Master's Degree,Whitney Miller,Female,0,1,Married,Manager,Poor work-life balance,Non-Travel,Low,19640519,2,3,21922,2,5,4,32,9,21,4,4,30,3,3,3,2,2,2,3/29/2020 0:00,
R&D,Associates Degree,Abagail Loos,Male,0,1,Married,Research Director,Poor work-life balance,Travel_Rarely,Low,19770426,15,4,10849,3,5,2,52,5,11,3,1,25,2,3,4,2,0,3,3/30/2019 0:00,
R&D,Associates Degree,Adam Alexander,Male,1,0,Married,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,None,19880811,23,2,15497,2,2,3,50,3,13,3,1,8,1,3,1,0,0,1,7/5/2014 0:00,7/5/2015 0:00
R&D,Associates Degree,Agnella Danielsohn,Male,0,1,Married,Manager,Poor job satisfaction and pay,Non-Travel,Low,19781121,2,1,20462,2,4,4,65,9,23,4,4,22,1,3,20,8,11,8,4/3/2003 0:00,
R&D,Associates Degree,Alan Anderson,Female,0,1,Divorced,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,Medium,19781020,2,4,5388,2,2,4,59,1,19,3,1,10,3,3,10,7,3,9,3/31/2013 0:00,
R&D,Associates Degree,Alexis Simpson,Male,0,1,Single,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,19870429,3,4,15062,3,1,2,30,4,12,3,3,13,3,2,8,7,7,2,3/31/2015 0:00,
R&D,Associates Degree,Alicia Thompson,Male,0,1,Married,Research Director,Poor work-life balance,Travel_Rarely,Low,19800729,15,3,3525,2,4,3,65,1,24,4,1,14,3,3,14,10,6,11,4/1/2009 0:00,
R&D,Associates Degree,Alison Perry,Male,0,1,Divorced,Manufacturing Director,Poor job satisfaction and pay,Travel_Rarely,Low,19780124,7,4,24208,3,3,3,75,6,13,3,2,13,3,3,8,7,0,7,3/31/2015 0:00,
R&D,Associates Degree,Amanda Bates,Male,1,1,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,19970803,4,3,9973,3,1,4,53,1,20,4,2,8,2,2,8,5,2,2,3/31/2015 0:00,
R&D,Associates Degree,Amanda Evans,Female,0,1,Single,Research Director,Not enough career opportunities ,Travel_Rarely,None,19911004,3,3,19373,3,3,4,39,3,15,3,4,10,6,3,7,7,7,7,3/30/2016 0:00,
R&D,Associates Degree,Amanda Hayes,Male,1,1,Divorced,Research Scientist,Poor job satisfaction and pay,Non-Travel,Low,19920427,3,3,3995,3,1,1,48,1,13,3,4,4,3,4,4,2,2,3,3/30/2019 0:00,
R&D,Associates Degree,Amanda Shah,Male,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19660104,1,2,2721,4,2,3,93,0,24,4,1,13,2,2,12,9,2,8,4/1/2011 0:00,
R&D,Associates Degree,Amanda Warner,Female,1,1,Single,Manufacturing Director,Poor work-life balance,Non-Travel,None,19930206,9,3,12858,3,2,3,72,7,18,3,3,10,3,3,8,4,1,7,3/31/2015 0:00,
R&D,Associates Degree,Amber Miller,Male,1,0,Single,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,None,19760113,1,1,19294,2,3,3,98,9,13,3,4,23,2,3,1,0,0,0,3/7/2014 0:00,3/7/2015 0:00
R&D,Associates Degree,Amy Grant,Male,0,1,Divorced,Laboratory Technician,Poor work-life balance,Travel_Rarely,High,19990330,21,3,10036,2,1,1,57,0,14,3,2,2,3,3,1,1,0,0,3/29/2022 0:00,
R&D,Associates Degree,Anastassia Balstone,Female,0,1,Single,Laboratory Technician,Poor job satisfaction and pay,Travel_Frequently,None,19940109,1,3,10781,3,2,4,58,1,23,4,4,12,2,3,12,8,3,7,4/1/2011 0:00,
R&D,Associates Degree,Andrea Ford,Male,0,1,Married,Laboratory Technician,Poor workplace culture,Travel_Rarely,Medium,19970720,1,1,11141,2,1,1,59,1,16,3,1,6,2,3,5,3,1,3,3/30/2018 0:00,
R&D,Associates Degree,Andrew Frazier,Male,0,1,Divorced,Research Scientist,Not enough career opportunities ,Travel_Rarely,Medium,19820831,19,3,19877,3,2,1,36,2,16,3,1,17,2,2,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Andrew Pena,Male,0,1,Married,Manager,Poor workplace culture,Travel_Rarely,Low,19810922,2,4,14399,3,4,1,35,0,17,3,4,23,3,3,22,6,13,7,4/3/2001 0:00,
R&D,Associates Degree,Andriana Furman,Male,1,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19830616,19,3,16523,3,2,4,99,8,15,3,3,15,2,4,7,2,3,7,3/30/2016 0:00,
R&D,Associates Degree,Andy Jinkinson,Female,0,1,Divorced,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19870811,3,1,2561,3,1,4,39,5,22,4,1,7,2,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Anetta Dain,Female,0,1,Single,Manufacturing Director,Poor work-life balance,Travel_Rarely,None,19721109,11,4,24439,2,4,2,82,3,16,3,2,29,1,2,5,2,0,3,3/30/2018 0:00,
R&D,Associates Degree,Angel Harmon,Female,1,1,Married,Manufacturing Director,Poor workplace culture,Travel_Rarely,Low,19830802,8,2,5041,3,2,1,92,2,16,3,2,18,3,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Angel Preston,Male,0,1,Single,Healthcare Representative,Poor work-life balance,Travel_Rarely,None,19951225,16,2,4824,4,2,1,68,0,19,3,3,9,2,3,8,3,0,7,3/31/2015 0:00,
R&D,Associates Degree,Annette Smith,Female,1,1,Single,Laboratory Technician,Lack of employee motivation,Travel_Frequently,None,19960912,5,4,19826,3,1,4,53,0,14,3,3,6,3,2,5,4,0,2,3/30/2018 0:00,
R&D,Associates Degree,Anthony Smith,Female,0,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Frequently,Low,19850531,2,3,15963,2,1,2,75,4,14,3,2,9,4,2,6,1,0,5,3/30/2017 0:00,
R&D,Associates Degree,Archambault Wenzel,Male,1,1,Married,Laboratory Technician,Poor workplace culture,Non-Travel,Low,19780202,23,4,14039,3,2,1,42,1,15,3,3,9,2,3,9,8,0,8,3/31/2014 0:00,
R&D,Associates Degree,Ardella Covet,Male,0,0,Divorced,Research Scientist,Poor job satisfaction and pay,Non-Travel,Low,19820226,5,1,20293,2,1,1,95,6,17,3,1,5,2,1,1,0,0,0,5/28/2014 0:00,5/28/2015 0:00
R&D,Associates Degree,Arthur Loan,Male,0,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Frequently,Low,19810724,5,2,9260,3,1,3,97,4,17,3,4,8,4,3,2,2,2,0,3/29/2021 0:00,
R&D,Associates Degree,Austin Moore,Male,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,Medium,19780203,10,1,9655,3,1,4,69,3,21,4,4,8,3,2,2,2,0,2,3/29/2021 0:00,
R&D,Associates Degree,Barbara Fisher,Male,1,1,Divorced,Research Scientist,Poor job satisfaction and pay,Non-Travel,Low,19920424,3,3,3995,3,1,1,48,1,13,3,4,4,3,4,4,2,2,3,3/30/2019 0:00,
R&D,Associates Degree,Bartholomeus Stolting,Female,0,1,Single,Laboratory Technician,Poor workplace culture,Travel_Rarely,None,19850901,9,3,6319,3,1,4,75,1,12,3,3,2,3,3,2,2,2,1,3/29/2021 0:00,
R&D,Associates Degree,Bernita Baddiley,Male,0,1,Married,Manufacturing Director,Lack of employee motivation,Travel_Rarely,Medium,20010921,1,4,19146,2,2,4,33,6,22,4,1,4,2,1,2,2,2,2,3/29/2021 0:00,
R&D,Associates Degree,Binnie Waliszewski,Male,0,1,Divorced,Research Director,Poor work-life balance,Travel_Rarely,Low,19730110,1,4,6615,3,4,4,66,9,22,4,3,32,1,2,5,4,1,3,3/30/2018 0:00,
R&D,Associates Degree,Bradley Smith,Female,1,1,Married,Manufacturing Director,Poor workplace culture,Travel_Rarely,Low,19850808,2,4,14199,2,3,3,54,3,19,3,4,10,6,4,5,4,0,2,3/30/2018 0:00,
R&D,Associates Degree,Brandon Blanchard,Female,0,0,Single,Laboratory Technician,Lack of employee motivation,Travel_Frequently,None,20020401,10,1,25308,2,1,3,45,1,20,4,3,2,2,1,2,2,2,2,8/12/2014 0:00,8/11/2016 0:00
R&D,Associates Degree,Brandy Chaney,Female,0,1,Married,Healthcare Representative,Poor job satisfaction and pay,Travel_Frequently,Low,19831217,2,3,9931,4,2,2,38,1,24,4,4,8,2,3,8,7,3,7,3/31/2015 0:00,
R&D,Associates Degree,Brandy Lopez,Female,0,1,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,19950919,8,4,4488,3,1,4,66,1,21,4,4,5,3,3,5,3,0,2,3/30/2018 0:00,
R&D,Associates Degree,Brenda Adams,Female,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19670725,1,1,10494,3,1,1,90,2,22,4,4,5,3,4,3,2,1,0,3/29/2020 0:00,
R&D,Associates Degree,Brenda Ballard,Female,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19850625,4,4,26176,3,1,3,87,7,19,3,4,7,5,2,0,0,0,0,3/29/2023 0:00,
R&D,Associates Degree,Brian Shaw,Male,0,1,Divorced,Research Director,Poor job satisfaction and pay,Travel_Rarely,Low,19730102,1,4,6615,3,4,4,66,9,22,4,3,32,1,2,5,4,1,3,3/30/2018 0:00,
R&D,Associates Degree,Bridget Shelton,Female,1,1,Married,Manufacturing Director,Poor work-life balance,Travel_Rarely,Low,19830902,8,2,5041,3,2,1,92,2,16,3,2,18,3,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Brittany Moore,Male,0,1,Single,Laboratory Technician,Poor work-life balance,Non-Travel,None,19861125,5,3,25470,4,1,3,84,0,14,3,1,7,2,1,6,5,1,3,3/30/2017 0:00,
R&D,Associates Degree,Bryan Crosby,Female,0,1,Divorced,Manufacturing Director,Poor workplace culture,Non-Travel,Low,19810123,21,3,16439,3,2,3,36,2,16,3,2,11,5,3,5,3,0,2,3/30/2018 0:00,
R&D,Associates Degree,Bryan Johnston,Male,0,1,Married,Laboratory Technician,Poor work-life balance,Travel_Rarely,Low,19920813,1,4,16193,2,1,1,98,1,12,3,3,4,3,3,4,2,3,2,3/30/2019 0:00,
R&D,Associates Degree,Bryanty Piletic,Male,0,1,Married,Manager,Not enough career opportunities ,Travel_Rarely,Low,19710303,1,4,13829,3,4,4,70,2,15,3,2,26,2,2,9,8,7,8,3/31/2014 0:00,
R&D,Associates Degree,Bryce Mooney,Male,0,1,Single,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19810729,9,4,26362,2,5,4,93,8,22,4,4,24,2,3,1,0,0,1,3/29/2022 0:00,
R&D,Associates Degree,Bryce Smith,Male,0,1,Single,Laboratory Technician,Poor work-life balance,Travel_Rarely,None,19870116,5,4,9945,3,2,2,62,8,16,3,4,16,3,4,13,11,3,7,4/1/2010 0:00,
R&D,Associates Degree,Bryn Hoggin,Female,1,1,Single,Research Director,Poor workplace culture,Travel_Frequently,None,19900416,1,1,15146,3,3,4,98,1,12,3,3,15,1,3,15,14,8,12,4/1/2008 0:00,
R&D,Associates Degree,Cad Arens,Female,0,1,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,Low,19741210,8,1,22477,3,3,2,51,4,11,3,3,29,3,2,26,9,1,7,,
R&D,Associates Degree,Caitrin Clemendot,Female,0,1,Single,Research Director,Lack of employee motivation,Travel_Rarely,None,19911124,3,3,19373,3,3,4,39,3,15,3,4,10,6,3,7,7,7,7,3/30/2016 0:00,
R&D,Associates Degree,Calvin Osborne,Male,0,1,Divorced,Laboratory Technician,Poor work-life balance,Travel_Rarely,Low,19880316,4,3,10910,3,1,4,75,1,12,3,3,1,3,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Carla Castro,Male,0,1,Married,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,Low,19840608,9,1,12315,3,2,1,87,1,25,4,4,10,3,3,10,0,7,9,3/31/2013 0:00,
R&D,Associates Degree,Carmina O' Dooley,Male,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19860117,10,4,15232,4,1,4,80,3,17,3,1,4,2,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Carol Davis,Male,0,1,Divorced,Manufacturing Director,Poor work-life balance,Non-Travel,Low,19880107,2,2,24442,3,2,4,90,2,14,3,3,15,6,3,7,7,1,7,3/30/2016 0:00,
R&D,Associates Degree,Carol Jacobs,Female,0,1,Single,Manufacturing Director,Poor job satisfaction and pay,Travel_Rarely,None,19720123,11,4,24439,2,4,2,82,3,16,3,2,29,1,2,5,2,0,3,3/30/2018 0:00,
R&D,Associates Degree,Catherine Davies,Female,0,1,Married,Manufacturing Director,Poor work-life balance,Travel_Rarely,Medium,19780924,25,2,23888,2,2,4,93,0,13,3,4,10,2,2,9,8,3,8,3/31/2014 0:00,
R&D,Associates Degree,Catherine Farrell,Male,0,1,Divorced,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,Low,19870611,3,4,26308,4,2,1,79,6,20,4,1,13,3,3,5,4,0,4,3/30/2018 0:00,
R&D,Associates Degree,Cece Smith,Female,0,1,Married,Manager,Poor job satisfaction and pay,Travel_Rarely,Low,19680802,2,4,6992,1,5,3,58,4,14,3,4,23,5,3,19,9,9,11,4/2/2004 0:00,
R&D,Associates Degree,Charis Skeat,Male,0,1,Married,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19970807,2,4,3334,4,2,4,32,1,12,3,2,8,2,3,8,7,1,3,3/31/2015 0:00,
R&D,Associates Degree,Charles Hardy,Female,0,1,Single,Laboratory Technician,Poor work-life balance,Travel_Frequently,None,19720331,6,2,4257,2,1,3,40,0,14,3,2,8,6,2,7,0,7,7,3/30/2016 0:00,
R&D,Associates Degree,Charles Jones,Male,0,1,Married,Manager,Not enough career opportunities ,Non-Travel,Low,19781023,2,1,20462,2,4,4,65,9,23,4,4,22,1,3,20,8,11,8,4/3/2003 0:00,
R&D,Associates Degree,Charles Welch,Male,0,1,Divorced,Research Director,Poor job satisfaction and pay,Travel_Rarely,Low,19831028,2,1,5949,3,5,3,49,0,19,3,4,22,5,3,21,7,3,9,4/3/2002 0:00,
R&D,Associates Degree,Christina Torres,Female,1,1,Divorced,Research Director,Lack of employee motivation,Travel_Rarely,Low,19730405,7,2,16701,2,5,3,43,5,12,3,4,29,2,2,27,3,13,8,,
R&D,Associates Degree,Christina Vasquez,Male,0,1,Single,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19841223,18,1,13352,3,2,3,32,0,11,3,1,9,6,3,8,7,1,7,3/31/2015 0:00,
R&D,Associates Degree,Christine Bailey,Male,1,1,Divorced,Laboratory Technician,Lack of employee motivation,Non-Travel,Medium,20010316,16,4,7324,4,1,4,96,1,13,3,2,1,2,2,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Christine Cox,Male,0,1,Single,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,None,20010111,12,4,13672,3,1,4,78,1,13,3,3,5,6,4,5,2,1,4,3/30/2018 0:00,
R&D,Associates Degree,Christine Roberts,Male,1,0,Single,Research Scientist,Poor work-life balance,Travel_Frequently,None,19950130,24,4,14753,2,1,4,73,1,24,4,2,1,3,2,1,0,1,0,9/29/2014 0:00,9/29/2015 0:00
R&D,Associates Degree,Christopher Johnson,Female,1,1,Married,Research Scientist,Not enough career opportunities ,Travel_Rarely,Low,19980122,1,2,14908,2,1,3,90,1,13,3,3,1,3,2,1,0,1,0,3/29/2022 0:00,
R&D,Associates Degree,Christopher Jones,Female,0,1,Single,Research Director,Poor work-life balance,Travel_Rarely,None,19790122,28,4,17119,2,4,2,48,1,11,3,3,21,2,3,21,6,8,6,4/3/2002 0:00,
R&D,Associates Degree,Christopher Martinez,Male,0,1,Divorced,Research Scientist,Lack of employee motivation,Non-Travel,Low,19831118,16,3,8532,3,1,3,74,9,16,3,2,6,0,3,4,2,0,0,3/30/2019 0:00,
R&D,Associates Degree,Christopher Rodriguez,Female,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19830725,2,3,25605,3,1,1,99,4,17,3,4,7,5,2,4,3,0,2,3/30/2019 0:00,
R&D,Associates Degree,Christyna Frensche,Female,0,1,Divorced,Manager,Not enough career opportunities ,Travel_Rarely,Low,19700210,7,4,18640,3,5,3,50,3,18,3,2,26,6,3,7,7,4,7,3/30/2016 0:00,
R&D,Associates Degree,Clayborne O'Moylane,Male,0,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19890113,19,2,8758,3,1,4,93,0,11,3,3,3,2,3,2,2,1,2,3/29/2021 0:00,
R&D,Associates Degree,Crystal Jackson,Male,0,1,Divorced,Research Scientist,Poor work-life balance,Travel_Rarely,High,19970126,4,1,3208,3,1,3,76,1,11,3,2,5,2,3,5,3,0,3,3/30/2018 0:00,
R&D,Associates Degree,Dall Spillane,Male,0,0,Single,Healthcare Representative,Poor work-life balance,Non-Travel,None,19950228,24,2,12355,2,3,1,72,1,12,3,1,10,2,2,10,7,1,9,8/15/2010 0:00,8/12/2020 0:00
R&D,Associates Degree,Danielle Riggs,Male,0,1,Divorced,Manufacturing Director,Poor job satisfaction and pay,Travel_Rarely,Medium,19861113,5,4,23177,3,2,4,61,7,16,3,3,8,2,2,6,2,0,4,3/30/2017 0:00,
R&D,Associates Degree,Darb Thomson,Male,1,1,Married,Healthcare Representative,Poor work-life balance,Travel_Frequently,Low,19970309,11,1,22722,3,2,1,60,1,13,3,3,5,3,3,5,3,3,3,3/30/2018 0:00,
R&D,Associates Degree,Darryl Taylor,Female,0,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19830914,2,3,25605,3,1,1,99,4,17,3,4,7,5,2,4,3,0,2,3/30/2019 0:00,
R&D,Associates Degree,Davey Dummer,Female,0,1,Single,Healthcare Representative,Lack of employee motivation,Travel_Rarely,None,19900124,8,2,7360,3,2,3,96,3,11,3,4,10,2,3,5,1,4,3,3/30/2018 0:00,
R&D,Associates Degree,David Reilly,Male,0,1,Divorced,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19960729,1,4,17881,3,1,2,82,1,11,3,2,5,2,3,5,2,0,4,3/30/2018 0:00,
R&D,Associates Degree,David Young,Male,0,1,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,Low,19890908,5,2,11912,2,2,4,57,1,14,3,3,15,3,4,15,10,4,13,4/1/2008 0:00,
R&D,Associates Degree,Deborah Clark,Male,0,1,Married,Research Director,Not enough career opportunities ,Travel_Rarely,Low,19700128,5,1,8509,3,5,1,86,4,11,3,3,24,4,2,4,2,1,2,3/30/2019 0:00,
R&D,Associates Degree,Dode Ruzicka,Male,0,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19880716,4,3,10910,3,1,4,75,1,12,3,3,1,3,3,1,0,0,0,3/29/2022 0:00,
R&D,Associates Degree,Doe MacGillespie,Male,1,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,None,19791226,9,2,7508,3,1,1,61,1,13,3,4,8,0,3,8,7,7,1,3/31/2015 0:00,
R&D,Associates Degree,Donna Avery,Female,0,1,Married,Laboratory Technician,Lack of employee motivation,Travel_Rarely,Low,19741225,8,1,22477,3,3,2,51,4,11,3,3,29,3,2,26,9,1,7,,
R&D,Associates Degree,Donna Cunningham,Female,1,1,Single,Research Scientist,Not enough career opportunities ,Travel_Frequently,None,19911109,2,4,2338,3,2,3,38,4,14,3,4,10,2,3,8,7,0,7,3/31/2015 0:00,
R&D,Associates Degree,Dori McGerraghty,Male,1,0,Married,Manufacturing Director,Poor workplace culture,Travel_Rarely,None,19881116,23,2,15497,2,2,3,50,3,13,3,1,8,1,3,1,0,0,1,6/8/2014 0:00,6/8/2015 0:00
R&D,Associates Degree,Dorisa Vasnev,Female,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19890914,27,4,5711,3,1,2,95,2,15,3,4,9,3,3,3,2,1,2,3/29/2020 0:00,
R&D,Associates Degree,Dorita Colliard,Male,1,1,Married,Healthcare Representative,Not fitting in and feeling a sense of belonging,Non-Travel,Low,19881106,11,3,8302,2,3,1,79,2,13,3,3,10,3,3,4,0,2,3,3/30/2019 0:00,
R&D,Associates Degree,Dorothy Rodriguez,Male,0,1,Single,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19810602,9,4,26362,2,5,4,93,8,22,4,4,24,2,3,1,0,0,1,3/29/2022 0:00,
R&D,Associates Degree,Dr. Russell Morris,Male,1,1,Divorced,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19870301,9,2,13934,2,2,2,48,2,11,3,3,13,2,3,3,2,0,2,3/29/2020 0:00,
R&D,Associates Degree,Dustin Stevens,Male,0,1,Single,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,None,19890125,25,1,14004,2,2,4,54,4,14,3,4,9,3,3,3,2,0,2,3/29/2020 0:00,
R&D,Associates Degree,Dylan Summers,Male,1,1,Married,Healthcare Representative,Poor workplace culture,Non-Travel,Low,19881020,11,3,8302,2,3,1,79,2,13,3,3,10,3,3,4,0,2,3,3/30/2019 0:00,
R&D,Associates Degree,Eadmund Giraudel,Female,1,1,Divorced,Research Director,Poor work-life balance,Travel_Rarely,Low,19730118,7,2,16701,2,5,3,43,5,12,3,4,29,2,2,27,3,13,8,,
R&D,Associates Degree,Elizabeth Lopez,Female,0,1,Divorced,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Frequently,High,19871025,4,4,9192,3,2,2,97,7,13,3,2,18,3,3,4,2,0,2,3/30/2019 0:00,
R&D,Associates Degree,Elizabeth Mcknight,Male,1,1,Divorced,Healthcare Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19661007,24,3,23402,4,3,4,83,3,16,3,2,12,2,1,5,3,1,4,3/30/2018 0:00,
R&D,Associates Degree,Elizabeth Reyes,Male,0,1,Married,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19880811,7,3,7713,2,1,4,63,1,18,3,4,1,5,2,1,0,0,1,3/29/2022 0:00,
R&D,Associates Degree,Emily Collins,Female,0,1,Divorced,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19700328,7,4,18640,3,5,3,50,3,18,3,2,26,6,3,7,7,4,7,3/30/2016 0:00,
R&D,Associates Degree,Emmalyn Keese,Male,0,1,Divorced,Research Scientist,Lack of employee motivation,Travel_Rarely,High,19960203,4,1,3208,3,1,3,76,1,11,3,2,5,2,3,5,3,0,3,3/30/2018 0:00,
R&D,Associates Degree,Engracia Caughan,Female,1,1,Married,Research Scientist,Poor workplace culture,Travel_Frequently,Low,19830715,26,3,21203,2,2,4,92,3,13,3,4,16,3,1,1,1,0,0,3/29/2022 0:00,
R&D,Associates Degree,Eric Cabrera,Female,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,Low,19860402,1,3,18697,2,1,1,83,2,14,3,1,17,2,2,3,1,0,2,3/29/2020 0:00,
R&D,Associates Degree,Eric Hartman,Male,1,1,Married,Laboratory Technician,Lack of employee motivation,Travel_Rarely,Low,19940121,13,4,23679,2,2,2,46,4,13,3,1,10,2,3,4,3,0,3,3/30/2019 0:00,
R&D,Associates Degree,Eric Thomas,Male,0,1,Divorced,Research Scientist,Not enough career opportunities ,Travel_Rarely,Medium,19850828,9,2,14293,3,1,4,71,2,19,3,4,10,0,4,5,2,0,3,3/30/2018 0:00,
R&D,Associates Degree,Erica Hughes,Male,1,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,None,19790615,9,2,7508,3,1,1,61,1,13,3,4,8,0,3,8,7,7,1,3/31/2015 0:00,
R&D,Associates Degree,Erica Williamson,Male,1,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19830408,19,3,16523,3,2,4,99,8,15,3,3,15,2,4,7,2,3,7,3/30/2016 0:00,
R&D,Associates Degree,Erin Lynn,Male,0,1,Single,Research Scientist,Poor workplace culture,Non-Travel,None,20050506,5,2,13493,3,1,4,73,1,15,3,4,0,2,3,0,0,0,0,3/29/2023 0:00,
R&D,Associates Degree,Erin Riseborough,Male,0,1,Married,Manager,Poor job satisfaction and pay,Travel_Rarely,None,19811227,4,3,4933,3,5,4,58,1,11,3,4,22,3,3,22,17,11,15,4/3/2001 0:00,
R&D,Associates Degree,Eugenio Dugget,Male,0,1,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,20040130,9,3,7172,3,1,1,54,1,25,4,3,1,4,3,1,1,0,0,3/29/2022 0:00,
R&D,Associates Degree,Evelyn Bowman,Male,0,1,Divorced,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19841212,3,3,10302,2,2,3,76,0,15,3,4,11,3,3,10,8,0,7,3/31/2013 0:00,
R&D,Associates Degree,Farly Portlock,Male,0,1,Divorced,Research Scientist,Poor job satisfaction and pay,Non-Travel,Low,19830122,16,3,8532,3,1,3,74,9,16,3,2,6,0,3,4,2,0,0,3/30/2019 0:00,
R&D,Associates Degree,Farra Gillespie,Female,0,1,Divorced,Healthcare Representative,Poor work-life balance,Travel_Rarely,Medium,19860303,25,3,17171,2,2,4,52,7,13,3,3,9,2,3,6,2,1,3,3/30/2017 0:00,
